empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.banking,extra.ebikes,extra.last_updated,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.station_id,extra.uid,extra.payment
33,2,78ec9186acd18a0b30bd3156d24b9f8d,48.865983,2.275725,Benjamin Godard - Victor Hugo,2023-12-21T06:28:11.947000Z,False,2,1703138821,False,1,1,35,213688169,16107,
37,17,43c856353b954711f2bbee185a1f9d04,48.85375581057431,2.3390958085656166,André Mazet - Saint-André des Arts,2023-12-21T06:28:11.858000Z,True,1,1703138531,True,1,1,55,99950133,6015,['creditcard']
30,7,9b2700f3b19beb1dd9df2fd6a013789f,48.867872484749,2.3648982158072,Faubourg Du Temple - Republique,2023-12-21T06:28:08.988000Z,True,1,1703138718,True,1,1,38,312165511,11037,['creditcard']
16,4,80778031e1a033712bfc3a27a190d5dd,48.856451985395786,2.334851883351803,Beaux-Arts - Bonaparte,2023-12-21T06:28:07.017000Z,True,1,1703138484,True,1,1,20,210405211,6021,['creditcard']
21,0,f8f9ec30d28856f9b7fad103be9e4674,48.87929591733507,2.3373600840568547,Toudouze - Clauzel,2023-12-21T06:28:07.640000Z,True,0,1703138334,True,1,1,21,36255,9020,['creditcard']
13,6,59f355492ad3a784fdba53e67467b207,48.855907555969,2.3925706744194,Charonne - Robert et Sonia Delaunay,2023-12-21T06:28:11.465000Z,False,4,1703138650,False,1,1,20,516709288,11104,
2,27,6e0dbb5b877eec618e2b40acdfcc6bb8,48.840855311763,2.3875549435616,Mairie du 12ème,2023-12-21T06:28:01.876000Z,False,12,1703138791,False,1,1,30,37815204,12109,
51,8,268880c2481e7aa03975a7f4ee985945,48.851296433665276,2.325061820447445,Square Boucicaut,2023-12-21T06:28:11.805000Z,True,4,1703138354,True,1,1,60,210566542,7003,['creditcard']
28,13,11d2a821689732b32a0b4178425a3189,48.851518815017,2.3436703160405,Harpe - Saint-Germain,2023-12-21T06:28:11.924000Z,True,1,1703138613,True,1,1,45,100769544,5001,['creditcard']
25,13,9468274d3c6d8dd8c367c4b8650c869e,48.881973298352,2.301132157445,Jouffroy d'Abbans - Wagram,2023-12-21T06:28:11.481000Z,True,5,1703138471,True,1,1,40,54000559,17026,['creditcard']
24,10,c9edcdf32809c955e2ab833381c149a2,48.88287775178599,2.287667370814871,Guersant - Gouvion-Saint-Cyr,2023-12-21T06:28:05.793000Z,True,7,1703138303,True,1,1,36,85043758,17041,['creditcard']
40,20,45c2573f9bb3d58a288af4247ff3f406,48.871044051984,2.3661044619878,Alibert - Jemmapes,2023-12-21T06:28:04.676000Z,True,2,1703138689,True,1,1,60,123095125,10013,['creditcard']
17,5,7d145bbd89111d7193b951dfc6c02487,48.874422773426545,2.3284685611724854,Caumartin - Provence,2023-12-21T06:28:05.788000Z,True,3,1703138632,True,1,1,22,129026597,9104,['creditcard']
21,4,ff7997b9155b49ebda0f3e7ea20e4d89,48.837525839067,2.3360354080796,Cassini - Denfert-Rochereau,2023-12-21T06:28:09Z,True,2,1703138585,True,1,1,25,251039991,14111,['creditcard']
17,2,f0ced785f9435ff9284445a1897856e1,48.85165383178419,2.3308077827095985,Saint-Sulpice,2023-12-21T06:28:06.652000Z,True,1,1703138697,True,1,1,21,37874517,6003,['creditcard']
7,11,d1d88931b3ec2bdadebae98bce0a775d,48.853147816545,2.3263905197382,Raspail - Varenne,2023-12-21T06:28:00.900000Z,False,2,1703138705,False,1,1,18,210567545,7004,
15,7,8ab5dcca384aad21e3b083a30d6ae263,48.84389286531899,2.3519663885235786,Lacépède - Monge,2023-12-21T06:28:10.900000Z,True,3,1703138449,True,1,1,23,210403080,5110,['creditcard']
15,2,7d6ba3781c835c4a552b373689b71188,48.84708159081946,2.321374788880348,Saint-Romain - Cherche-Midi,2023-12-21T06:28:06.332000Z,False,0,1703138676,False,1,1,17,210561800,6108,
9,21,0e3c0f14de288ac43c5a8b0a1cbc33b9,48.91039875761846,2.3851355910301213,André Karman - République,2023-12-21T06:28:07.821000Z,False,17,1703138728,False,1,1,31,209063434,33006,
15,12,036b6154355561cef963080cc32a2dbd,48.81580226360801,2.376804985105991,Pierre et Marie Curie - Maurice Thorez,2023-12-21T06:28:07.744000Z,False,10,1703138819,False,1,1,27,94555589,42016,
41,8,d16fc1f39f76274493aa77c45f2b36e5,48.836022242886884,2.4708339950830287,Bois de Vincennes - Gare,2023-12-21T06:28:00.923000Z,True,5,1703138688,True,1,1,50,244498842,41301,['creditcard']
3,22,b5e0ce34d56d5a00d64947b6045b9fdc,48.835583838706,2.2325500845909,Silly - Galliéni,2023-12-21T06:28:11.418000Z,True,3,1703138684,True,1,1,25,43195240,21010,['creditcard']
35,12,6a847ac4b705e2863bba9460a0b320fe,48.835092787824,2.3534681351338,Le Brun - Gobelins,2023-12-21T06:28:10.028000Z,True,1,1703138397,True,1,1,48,66491398,13007,['creditcard']
21,4,ac090301d156f8658f2421b14e637615,48.879089,2.354235,Gare du Nord - Place de Valenciennes,2023-12-21T06:28:08.644000Z,True,0,1703138459,True,1,1,25,653062048,10152,['creditcard']
52,6,a497dc1ed4a61b01828f0f64ba00aec4,48.876116,2.288124,Grande Armée - Brunel,2023-12-21T06:28:11.781000Z,True,5,1703138801,True,1,1,62,207633746,17038,['creditcard']
10,9,a1608bb58dff0b09b90fc7a0f4955d83,48.794902381218904,2.3734183609485626,Génie - Mozart,2023-12-21T06:28:11.280000Z,False,8,1703138615,False,1,1,19,1333959209,44012,
12,3,77d33d7defdf65816fbd6a5919b0b299,48.84504716661511,2.3494647851273465,Thouin - Cardinal Lemoine,2023-12-21T06:28:06.228000Z,False,2,1703138332,False,1,1,17,210397939,5016,
18,23,75577927f1cca5915590bc2d46e1b5c8,48.8570414504784,2.37289470306807,Froment - Bréguet,2023-12-21T06:28:05.842000Z,True,3,1703138649,True,1,1,43,82405965,11025,['creditcard']
13,5,b36411fb0a33a59d977438de7a3dbd3e,48.84479928858768,2.329337755887181,Notre-Dame-des-Champs - Stanislas,2023-12-21T06:28:08.956000Z,True,5,1703138783,True,1,1,19,27414578,6006,['creditcard']
27,24,7268faf54f66d26bfcde7f0cf3396b50,48.83310149953933,2.299380004405976,Morillons - Dantzig,2023-12-21T06:28:05.812000Z,False,16,1703138813,False,1,1,52,213682736,15047,
47,24,2937695fcc7dc6bc7669a8f85fd6d90c,48.851315406715976,2.2919502854347233,Grenelle - Dr Finlay,2023-12-21T06:28:00.532000Z,True,2,1703138781,True,1,1,71,85008390,15028,['creditcard']
19,13,bf673f18227a42a5dcc3da272b83a8e9,48.879406604954,2.3034455627202988,Chazelles - Courcelles ,2023-12-21T06:28:00.774000Z,True,5,1703138624,True,1,1,35,80101533,17025,['creditcard']
25,7,fceca1139eb3598f85221418a2eed143,48.830981659316855,2.3481646925210953,Croulebarde - Corvisart,2023-12-21T06:28:11.508000Z,True,3,1703138518,True,1,1,34,54000581,13101,['creditcard']
30,11,ff22697fcb655df134aa23e633587ca6,48.871031137596,2.379056852114,Ramponeau - Belleville,2023-12-21T06:28:10.801000Z,True,6,1703138665,True,1,1,44,599135701,20143,['creditcard']
18,3,06a1142ebde3cb6346c4a4fc864c5dc2,48.82234096593411,2.327861653302471,Le Brix et Mesmin - Jourdan,2023-12-21T06:28:11.384000Z,False,2,1703138696,False,1,1,21,13105968,14108,
33,4,09d581adc5efda8a6e0c2eff61397cc2,48.86785,2.446748,Romainville - Vaillant-Couturier,2023-12-21T06:28:07.168000Z,False,4,1703138821,False,1,1,38,653208733,31024,
12,3,6eb8825f820d60b3d97416cf5aa6d06b,48.83823094269141,2.270506024360657,Général Martial Valin - Pont du Garigliano,2023-12-21T06:28:02.736000Z,False,2,1703138289,False,1,1,16,506455295,15068,
14,6,b72bbb7eb5c7086e574f95846674e2f6,48.790147809608,2.4328628182411,Liberté - Vert-de-Maisons,2023-12-21T06:28:11.345000Z,True,4,1703138516,True,1,1,20,907054879,47007,['creditcard']
4,25,cf0dcc3cdde692e1fca56a31ff549fff,48.89792240854517,2.32851451022192,Porte de Saint-Ouen - Bessières,2023-12-21T06:28:09.909000Z,False,16,1703138455,False,1,1,42,129094535,17044,
17,13,eaa35ac247bece89efd3383bc2c7dad4,48.853844054333514,2.289705348222022,Bir Hakeim,2023-12-21T06:28:09.790000Z,True,1,1703138781,True,1,1,33,27415224,15026,['creditcard']
3,26,c9326a3111d3c44e3ac8114db5b2a677,48.79628807093802,2.417212128639221,Jules Guesde - Pont du Port à l'Anglais,2023-12-21T06:28:01.406000Z,True,0,1703138564,True,1,1,30,499303158,44017,['creditcard']
20,21,5349a87a2dc217a11ab002391c09f021,48.89594736851349,2.381133802246315,Cambrai - Benjamin Constant,2023-12-21T06:28:11.549000Z,False,19,1703138741,False,1,1,43,54000612,19033,
26,4,5cc8f47571f1fbacc37b07b700ded02e,48.882428,2.314002,De Toqueville - Terrasse,2023-12-21T06:28:07.051000Z,True,3,1703138430,True,1,1,30,88230992,17048,['creditcard']
20,2,1d59cee64768545a2f6672df4527d9c5,48.840579923690115,2.2584119439125065,Michel-Ange - Parent de Rosan,2023-12-21T06:28:09.832000Z,False,1,1703138661,False,1,1,26,27415302,16118,
13,13,90f695e0c1794b98ef78df609ee1af83,48.84884147189881,2.426325418925233,Lagny - Victor Basch,2023-12-21T06:28:07.014000Z,True,7,1703138626,True,1,1,26,102747146,43002,['creditcard']
18,0,ef6f3e60f8625a95574d4ba5cf0db701,48.8804934032465,2.39806417375803,Serrurier,2023-12-21T06:28:00.784000Z,False,0,1703138362,False,1,1,18,42950839,19027,
5,18,dcde9d0eedef52a437a0a6fbd1b4c19e,48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,2023-12-21T06:28:00.544000Z,False,12,1703138822,False,1,1,23,653197324,92002,
14,11,6dfb5192fb139d203175e04219fea536,48.81807418981508,2.3267009854316716,Louis Lejeune - Barbès,2023-12-21T06:28:09.372000Z,False,10,1703138359,False,1,1,25,653132534,21216,
23,1,060b5cdb163a466a33c867a3d3d643ee,48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,2023-12-21T06:28:10.680000Z,True,1,1703138464,True,1,1,26,210408693,6029,['creditcard']
17,5,76d95de2fa489b3287c50f7b8fa43992,48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,2023-12-21T06:28:09.663000Z,False,5,1703138773,False,1,1,22,1057149522,22207,
33,0,146ba8cb83644c5f97a41aef5d403646,48.871417284355,2.3076787590981,Boétie - Ponthieu,2023-12-21T06:28:08.024000Z,True,0,1703138244,True,1,1,33,128986726,8050,['creditcard']
16,25,94426ad2d7f2d578154b9fc0741e50a6,48.888735896947,2.3469526693225,Custine - Ramey,2023-12-21T06:28:11.891000Z,True,17,1703138749,True,1,1,41,15433394,18015,['creditcard']
13,12,5c2cc3d86482f8eb7a2024c4c0a6c6a7,48.8693268535238,2.395084574818611,Pyrénées - Ménilmontant,2023-12-21T06:28:01.044000Z,False,12,1703138806,False,1,1,26,85123644,20035,
36,3,f6f2086e5cd5a502faa6b5428626721c,48.86785342111862,2.349364310503006,Caire - Dussoubs,2023-12-21T06:28:08.896000Z,False,0,1703138649,False,1,1,40,27414512,2017,
13,3,ed48e8a94a3b5e6f3cd48e0ecce358a5,48.879161,2.343698,Tour d'Auvergne - Rodier,2023-12-21T06:28:09.648000Z,False,0,1703138711,False,1,1,17,210580039,9008,
57,4,eb3335b8528855e4669ddd490118c97f,48.861411014652,2.3201214185208,Assemblée Nationale,2023-12-21T06:28:02.793000Z,True,3,1703138534,True,1,1,63,210568512,7009,['creditcard']
11,8,d41d50eb287ee527848755b3a31ee559,48.879355,2.358379,Dunkerque - Alsace,2023-12-21T06:28:03.500000Z,False,4,1703138816,False,1,1,20,210585225,10027,
1,13,9eca9e39a4bd2df5f0a272db2c944f15,48.8214169,2.342167,Liard - Amiral Mouchez,2023-12-21T06:28:10.917000Z,True,8,1703138795,True,1,1,14,35149611,14013,['creditcard']
0,35,1543bd52c06ef5bdb4d4b5ee34cc486a,48.8351212784276,2.385534569621086,Gabriel Lamé,2023-12-21T06:28:02.316000Z,True,4,1703138575,True,1,1,36,55927887,12031,['creditcard']
16,5,5cb98cdf20ab69563923aed8167ae8a9,48.859091104741,2.3185685276985,Las Cases - Bourgogne,2023-12-21T06:28:08.117000Z,False,1,1703138684,False,1,1,22,210570888,7011,
11,14,fe5431d0976be760a51e34e21383f0f9,48.88949630486821,2.333393658804396,Félix Ziem - Armand Gauthier,2023-12-21T06:28:03.660000Z,False,14,1703138808,False,1,1,25,129107656,18111,
13,27,ee5f8237d94f94862fac6e27c8f1c348,48.894799816683985,2.318705212173216,Jonquière - Docteur Paul Brousse,2023-12-21T06:28:11.708000Z,True,12,1703138695,True,1,1,40,129088667,17010,['creditcard']
24,5,67447a40039cae5e6f47f8ffb8fd2b26,48.87320440102894,2.323658830743138,Square Louis XVI,2023-12-21T06:28:09.757000Z,True,3,1703138444,True,1,1,29,128930462,8016,['creditcard']
18,4,55d766b2cfd797e5962b8a5133cb9a33,48.78448485079149,2.35908430069685,Youri Gagarine - Karl Marx,2023-12-21T06:28:04.100000Z,False,2,1703138417,False,1,1,22,1057228658,48003,
17,3,99678a6a0780e479f54c08a1305d2a2a,48.86106902949534,2.2730283066630363,Octave Feuillet - Albéric Magnard,2023-12-21T06:28:11.236000Z,False,3,1703138699,False,1,1,21,230873471,16110,
25,0,a5816027f41b2799e91b665c95e1938d,48.8978867,2.3458001,Ney - Porte de Clignancourt,2023-12-21T06:28:09.524000Z,False,0,1703138597,False,0,0,25,507934805,18134,
24,0,18d63d7f1b3c402d11816c5f07658e57,48.844730256132095,2.341923944866407,Gay Lussac - Saint-Jacques,2023-12-21T06:28:11.675000Z,False,0,1703138543,False,1,1,24,7254,5005,
35,15,27c45001b48e6b0c3965b412f618d813,48.8468428626593,2.452062070369721,Place Jean-Spire-Lemaître,2023-12-21T06:28:03.604000Z,True,8,1703138694,True,1,1,50,129164969,43009,['creditcard']
16,9,9e88938078e837e55a03cf6193682de5,48.874750203956566,2.301771435325988,Place Georges Guillaumin,2023-12-21T06:28:11.382000Z,False,7,1703138769,False,1,1,29,128989986,8053,
9,8,4264d28f99b033dcae11a325376f75b1,48.87759897050706,2.348463758826256,Bellefond - Poissonnière,2023-12-21T06:28:10.690000Z,True,2,1703138538,True,1,1,17,129004826,9001,['creditcard']
10,11,67b871714c5747e4b27c22703cf13013,48.88655580065981,2.288640439510346,Jean Oestreicher - Porte de Champerret,2023-12-21T06:28:03.758000Z,False,8,1703138541,False,1,1,21,518825709,17032,
15,8,ffebae556fb025e5425befa8f1a43308,48.87935941942529,2.366596162319184,Alexandre Parodi - Quai de Valmy,2023-12-21T06:28:10.881000Z,True,1,1703138409,True,1,1,24,911767210,10162,['creditcard']
6,13,a41c910adee6a07881812ef4abcd1e5d,48.851419978983,2.3097044974566,Ségur - d'Estrées,2023-12-21T06:28:05.046000Z,False,5,1703138816,False,1,1,19,128887067,7018,
15,11,415e59bd5a8ba4b267518de1c81f0cd2,48.8761373390584,2.3680844979417,Granges aux Belles,2023-12-21T06:28:11.496000Z,False,6,1703138563,False,1,1,27,54000565,10115,
12,50,8a5aed60fc8805d38fdc6f00088538bf,48.82435782216384,2.377065159380436,Regnault - Patay,2023-12-21T06:28:08.538000Z,False,5,1703138707,False,1,1,63,1057296253,13118,
29,15,0f3ac6a9fb5eb3f43e1a0c1980f05f4a,48.877753,2.327339,Gare Saint-Lazare - Place de Budapest,2023-12-21T06:28:10.852000Z,True,10,1703138656,True,1,1,44,210581084,9035,['creditcard']
45,1,894197f05300286868f6ed8858a881c1,48.83940266673835,2.32971478253603,Edgar Quinet - Raspail,2023-12-21T06:28:04.864000Z,True,1,1703138292,True,1,1,46,205047993,14002,['creditcard']
30,5,da851a915c41eb46abc46b738d798530,48.891457726153774,2.348636478060487,Clignancourt - Ordener,2023-12-21T06:28:04.212000Z,True,4,1703138770,True,1,1,35,102311820,18024,['creditcard']
19,4,4c195e576b892f6d3350a36e59a52ff3,48.880726,2.351464,Dunkerque - Rocroy,2023-12-21T06:28:05.616000Z,False,1,1703138738,False,1,1,24,210586093,10029,
8,6,012b17de09d1300f63c8b63067b39063,48.879223,2.349147,Abbeville - Faubourg Poissonnière,2023-12-21T06:28:11.689000Z,True,4,1703138739,True,1,1,14,210574471,9002,['creditcard']
13,7,c6a39a31a86611c31fb3c34bae46e8f5,48.8462904,2.3521495,Boulangers - Cardinal Lemoine,2023-12-21T06:28:08.981000Z,True,4,1703138298,True,1,1,20,72765603,5022,['creditcard']
3,11,de40d516ab36b574ee1990157165d4ef,48.87219,2.329423,Boudreau - Auber,2023-12-21T06:28:11.805000Z,False,8,1703138752,False,1,1,14,210582921,9106,
17,14,b12be68f3b9115784f498398517c80a0,48.875642647477,2.3594588041306,Gare de l'Est - Faubourg-Saint-Martin,2023-12-21T06:28:10.240000Z,True,8,1703138752,True,1,1,32,369644630,10161,['creditcard']
40,5,782947ad7a5d7a2455bb62bb3f1647b9,48.87973954830735,2.288012132048607,Pereire - Ternes,2023-12-21T06:28:02.724000Z,True,2,1703138584,True,1,1,48,43255030,17040,['creditcard']
24,3,557a0531c4372aa3abe987d7052a8cc7,48.88320784122797,2.3308449949028507,Douai - Bruxelles,2023-12-21T06:28:02.978000Z,False,3,1703138678,False,1,1,27,129025451,9038,
18,22,0b0c4f4ae8c238e0b7eaad2c9a2a9325,48.856691550115315,2.306646779179573,Champ de Mars - Cler,2023-12-21T06:28:09.556000Z,True,3,1703138779,True,1,1,41,128889359,7020,['creditcard']
15,2,fe6481666c6964991af2fec0b5573fd3,48.857058739111,2.3417982839439,Quai de l'Horloge - Pont Neuf,2023-12-21T06:28:11.927000Z,True,1,1703138813,True,1,1,17,323616530,1001,['creditcard']
20,6,aa7ead9254a3eeddc94f3a0c1f5401f1,48.874777677621296,2.326515804784655,Gare Saint-Lazare - Isly,2023-12-21T06:28:06.628000Z,True,2,1703138684,True,1,1,27,128920403,8009,['creditcard']
11,6,fe416377651bc1716038b396302b77e0,48.883667,2.395733,Ambroise Rendu - Porte Brunet,2023-12-21T06:28:11.188000Z,False,6,1703138724,False,1,1,17,208795867,19105,
4,55,6cbe15611593e1cffd0a9abf54aeffc8,48.845515089794,2.3726498446286,Gare de Lyon - Place Louis Armand,2023-12-21T06:28:10.018000Z,True,9,1703138793,True,1,1,60,66491397,12151,['creditcard']
15,1,a9bc03f19bd965f2edd21e4292c15c67,48.857615678565,2.3358313530377,Institut de France,2023-12-21T06:28:11.117000Z,True,0,1703138511,True,1,1,17,6296,6001,['creditcard']
7,15,d69e6c49d6c6695f57da105b15f25945,48.8978765,2.3230632,Porte Pouchet-Bessières,2023-12-21T06:28:10.045000Z,False,14,1703138755,False,1,1,23,521393180,17008,
21,2,cd91e4c9d707d0bebb4bd6677305110e,48.838683941628375,2.3110422492027287,Vigée-Lebrun - Anselme Payen,2023-12-21T06:28:08.824000Z,False,1,1703138797,False,1,1,24,576188379,15112,
31,5,fd8468cc02da7b7af7e2595ecb6732c7,48.849063299501,2.3558086529374,Institut du Monde Arabe - Saint-Germain,2023-12-21T06:28:10.908000Z,True,2,1703138666,True,1,1,40,128882438,5020,['creditcard']
19,12,b88622fa2683838b0565e7e0be139d6e,48.856502977696,2.2931787543289,Octave Gréard - Tour Eiffel,2023-12-21T06:28:11.244000Z,True,7,1703138737,True,1,1,33,128915891,7025,['creditcard']
18,6,c6cd3ee1a82b246c5cb86035faa68d1a,48.862923800596,2.4155035614967,Château - République,2023-12-21T06:28:11.981000Z,False,5,1703138448,False,1,1,26,82567101,31706,
26,7,f4eef18fca1505fcf19873c2f29849bd,48.8847601,2.3534657,Chartres - La Charbonnière,2023-12-21T06:28:05.916000Z,False,3,1703138811,False,1,1,34,230877798,18107,
24,7,e2671fe4b8fcccbbeeaaab7ef7ec9ff0,48.87745567681383,2.309694221419506,Lisbonne - Monceau,2023-12-21T06:28:01.789000Z,True,4,1703138601,True,1,1,33,82379648,8036,['creditcard']
15,1,8d5e18ea3b29e7080dc930aeea34b28d,48.88006587474148,2.3310810327529907,Moncey - Blanche,2023-12-21T06:28:10.940000Z,False,0,1703138786,False,1,1,17,129021753,9028,
8,14,27bde1c8b2832e7f88b2c34a98ec4404,48.876719895109,2.344393021854,Rochechouart lamartine,2023-12-21T06:28:08.418000Z,True,1,1703138542,True,1,1,24,129011497,9010,['creditcard']
1,12,c112a52278dd51eab5e8e5714fe9ec8e,48.87748519186726,2.3660067468881607,Jemmapes - Ecluses Saint-Martin,2023-12-21T06:28:11.347000Z,True,5,1703138580,True,1,1,15,35642049,10025,['creditcard']
11,13,c923203a02ef3af397694f3c550a182c,48.88917613743794,2.3833653330802917,Thionville - Ourcq,2023-12-21T06:28:11.395000Z,True,9,1703138714,True,1,1,24,50191171,19015,['creditcard']
21,28,bdb86d14e2bd6354e7aa1e7c7610acd4,48.881949,2.352339,Gare du Nord - Hôpital Lariboisière,2023-12-21T06:28:01.672000Z,False,11,1703138439,False,1,1,49,210740080,10107,
24,13,03da963d41687bb7670f411eab74036c,48.88896161855884,2.322528975094376,Legendre - Clichy,2023-12-21T06:28:11.096000Z,True,2,1703138639,True,1,1,40,129087587,17004,['creditcard']
17,5,c503eafcf1cc851ff3626fe92a7d0f9a,48.884492238407525,2.3703941702842717,Quai de la Seine,2023-12-21T06:28:10.154000Z,True,5,1703138672,True,1,1,24,213693511,19003,['creditcard']
7,11,226a0d91ca8223376402711fd4838710,48.870702423554306,2.358739863900845,Cité Riverin - Château d'Eau,2023-12-21T06:28:11.700000Z,True,1,1703138750,True,1,1,18,95845524,10008,['creditcard']
22,11,3cc2baaa200956820d5c8251505afd0e,48.848225572724,2.3502873256803,Mutualité,2023-12-21T06:28:03.632000Z,True,4,1703138672,True,1,1,37,37815993,5018,['creditcard']
30,2,e911d07b60f6a50248e5db3bb3e23668,48.87334627510507,2.337980867701675,Rossini - Laffitte,2023-12-21T06:28:11.396000Z,False,0,1703138661,False,1,1,33,129014600,9022,
34,6,0ee885234307805f3d12d98e8c016fa1,48.872010281270974,2.392039597034455,Pyrénées - Emmery,2023-12-21T06:28:11.296000Z,False,6,1703138787,False,1,1,40,102324803,20042,
18,26,d40c98f308326f0b185cf41bb9a394ac,48.847208456061,2.3861273378134,Diderot - Reuilly,2023-12-21T06:28:03.160000Z,True,11,1703138746,True,1,1,44,912377361,12161,['creditcard']
16,21,acdd3a2005f56b2d29fe9be35e2a7b17,48.862147844548,2.3772348091006,Saint-Ambroise - Parmentier,2023-12-21T06:28:11.499000Z,True,1,1703138811,True,1,1,38,54000569,11027,['creditcard']
32,6,768ddc2b2ca4a55976019dd0b9f6433d,48.88022154052015,2.2854680567979813,Belidor - Gouvion-Saint-Cyr,2023-12-21T06:28:00.779000Z,True,3,1703138802,True,1,1,39,80216231,17043,['creditcard']
12,14,6ab04d33c2786fdee83912ebd000afe1,48.836395736424,2.2784192115068,Place Balard,2023-12-21T06:28:01.293000Z,True,2,1703138726,True,1,1,22,34742973,15056,['creditcard']
6,11,87f0c36c975001dfef7afda904d36892,48.88192765861766,2.392586767673493,Place de Rhin et Danube,2023-12-21T06:28:00.979000Z,False,10,1703138690,False,1,1,17,336511521,19026,
12,11,cfe8facd91fe4fcbc173fe6b051e0524,48.85507930579506,2.3733686318721463,Roquette - Thiéré,2023-12-21T06:28:07.231000Z,True,3,1703138610,True,1,1,23,129043651,11002,['creditcard']
30,5,b11592abb8ce4ddfe3e9739a7bc5cd4e,48.874746047357135,2.3082953318953514,Berri - Haussmann,2023-12-21T06:28:11.877000Z,False,2,1703138564,False,1,1,35,39296638,8034,
10,34,7caaf63216ae02be12a826198641e5a6,48.858688774062955,2.383553994571467,Saint-Maur - Roquette,2023-12-21T06:28:11.824000Z,True,13,1703138654,True,1,1,46,129048000,11023,['creditcard']
7,29,f696f217a77bc8b7e96864fee9ba937d,48.80889533774377,2.5382421165704727,11 Novembre 1918 - 8 Mai 1945,2023-12-21T06:28:04.892000Z,False,19,1703138731,False,1,1,36,1062250686,45003,
14,12,508b6b7baae451f439f9dd5486fba870,48.8687591,2.4329931,Place Du Général De Gaulle,2023-12-21T06:28:11.664000Z,False,11,1703138339,False,1,1,26,261987383,31009,
23,25,2f1849de3b0950efa3c1f6ff643e1dc3,48.84097491091973,2.264390252530575,Exelmans - Versailles,2023-12-21T06:28:07.818000Z,True,3,1703138369,True,1,1,49,82562556,16039,['creditcard']
5,18,5b5eb9e7584013b19ee1436863a9847f,48.88364782887555,2.2952447086572647,Pereire - Rennequin,2023-12-21T06:28:00.735000Z,True,6,1703138630,True,1,1,23,126050442,17030,['creditcard']
10,7,1bcceac18c43cbd011a06e94e834004a,48.837668272811,2.3448138346607,Port-Royal - Hôpital du Val-de-Grâce,2023-12-21T06:28:05.288000Z,True,1,1703138712,True,1,1,18,210749865,13001,['creditcard']
5,22,036690096dedbfd7f1935ac0092059fe,48.83761417037952,2.397253782195704,Claude Decaen - Cannebière,2023-12-21T06:28:09.946000Z,False,9,1703138727,False,1,1,27,27363489,12111,
14,0,22f639abbb0f8eec55bae6cb153ceef8,48.842524,2.364044,Gare d'Austerlitz,2023-12-21T06:28:10.821000Z,True,0,1702824986,True,0,0,14,210753033,13014,['creditcard']
5,7,dbb7e83a4d2d4319bffa00d41ab333c5,48.852804604940296,2.293077029857222,Desaix - Edgar Faure,2023-12-21T06:28:04.696000Z,True,2,1703138549,True,1,1,12,101763163,15067,['creditcard']
43,7,3d73de49edcca885c3a7853f26193b02,48.893923963057865,2.39790290594101,Delphine Seyrig - Général Leclerc,2023-12-21T06:28:11.992000Z,False,4,1703138641,False,1,1,53,205938683,19043,
37,1,55a74d7a373b87349702949cca7ba8ab,48.84702057165222,2.3464982619671075,Panthéon - Valette,2023-12-21T06:28:09.705000Z,False,1,1703138483,False,1,1,39,210399835,5032,
3,20,6d5f0ea757d3d4afdd55dfbee5e5c64e,48.8750898883217,2.3826304078102116,Square Simon Bolivar,2023-12-21T06:28:09.564000Z,False,20,1703138811,False,1,1,24,13718041,19101,
13,3,acd91d023955ffa2985c8862fa796cdd,48.875034655883944,2.359801238597928,Récollets - Square Villemin,2023-12-21T06:28:05.105000Z,False,2,1703138751,False,1,1,17,129034587,10016,
17,11,3b7771b8286349881fb9e5b67577eed5,48.861142162761,2.3677996181077,Amelot - Saint-Sébastien,2023-12-21T06:28:10.793000Z,False,2,1703138791,False,1,1,30,813544903,11047,
32,9,8e9a06c5972efc20de0b1c9e42dd2483,48.85154484769,2.3146149516106,Saint-François-Xavier,2023-12-21T06:28:08.960000Z,True,4,1703138795,True,1,1,42,27414601,7014,['creditcard']
4,27,c3250e94d8848caf3f29646b63ca09a3,48.81411442356866,2.39090770483017,Place Marcel Cachin,2023-12-21T06:28:07.071000Z,True,3,1703138809,True,1,1,32,230952057,42014,['creditcard']
14,19,cd69b7db0fd7ebeee93947815fa06b25,48.82237977153955,2.4586871266365056,Pyramide - Ecole du Breuil ,2023-12-21T06:28:11.425000Z,False,3,1703138599,False,1,1,34,508042092,12128,
10,6,9b91251c38bc1e4e1879ad831cfedad9,48.8795431,2.3264628,Liège - Moscou,2023-12-21T06:28:10.732000Z,False,5,1703138783,False,1,1,17,42603855,8010,
41,11,26a2b9a78176ab057ac5b826aea3df83,48.86131452758348,2.440614402294159,Mairie de Montreuil,2023-12-21T06:28:07.318000Z,True,9,1703138736,True,1,1,52,818302209,31022,['creditcard']
47,9,d69467838ced5f3d7d6af24fe371de30,48.8667175,2.3692541,Richard Lenoir - Republique,2023-12-21T06:28:00.930000Z,True,0,1703138641,True,1,1,58,532054446,11113,['creditcard']
